# SECTION nodes (mult>=2)
node_id	multiplicity	n_genes	cyclic	is_repeat_m5	n_transcripts	softmask_frac
74725705	3	3	0	0	3	1.0
74729858	3	3	1	1	3	1.0
74734210	3	3	0	0	4	1.0
74742033	3	3	0	0	4	0.0
74744706	3	3	0	0	3	0.0
74758449	3	3	0	0	3	0.0
74759741	3	3	0	0	3	0.0
74760853	3	3	0	0	5	0.0
74763927	3	3	0	0	5	0.0
74763981	3	3	0	0	3	0.0
74764573	3	3	0	0	3	0.0
74772747	3	3	0	0	3	0.0
74772759	3	3	0	0	3	0.6667
74786058	3	3	0	0	3	0.3333
74794244	3	3	0	0	3	1.0
74797621	3	3	0	0	3	0.0
74798933	3	3	0	0	4	0.0
74807201	3	3	0	0	3	0.0
74807611	3	3	0	0	4	0.0
74827239	3	3	0	0	5	0.0
74838333	3	3	0	0	3	0.3333
74879401	3	3	0	0	3	0.0
74900757	3	3	0	0	3	0.0
74928853	3	3	0	0	3	0.0
74938891	3	3	0	0	3	0.0
74940685	3	3	0	0	3	0.0
74945098	3	3	0	0	3	0.0
74947922	3	3	0	0	3	0.0
74950922	3	3	0	0	3	0.0
74953812	3	3	0	0	3	1.0
74969172	3	3	0	0	3	0.0
74971421	3	3	0	0	4	0.0
74973185	3	3	1	1	4	0.0
74975043	3	3	0	0	3	0.0
74976693	3	3	0	0	3	0.0
74981870	3	3	0	0	3	0.0
74993950	3	3	0	0	3	0.0
74994560	3	3	0	0	3	0.0
75005755	3	3	0	0	3	0.0
75006249	3	3	0	0	3	0.0
75006515	3	3	0	0	3	0.0
75008002	3	3	0	0	3	0.3333
75017366	3	3	0	0	3	0.0
75018139	3	3	0	0	3	0.0
75022523	3	3	0	0	3	0.0
75023031	3	3	1	1	5	0.0
75027835	3	3	0	0	3	0.0
75032034	3	3	0	0	3	0.0
75034909	3	3	0	0	3	0.0
75043105	3	3	0	0	3	0.0
75046592	3	3	0	0	3	0.0
75047440	3	3	0	0	3	0.0
75059806	3	3	0	0	3	0.0
75064249	3	3	0	0	5	0.0
75068745	3	3	0	0	3	0.0
75068770	3	3	0	0	3	0.0
75070035	3	3	0	0	5	0.0
75073370	3	3	0	0	3	0.0
75079037	3	3	0	0	3	0.0
75095413	3	3	0	0	3	0.0
75098538	3	3	0	0	3	0.0
75100013	3	3	0	0	3	0.0
75104480	3	3	0	0	3	0.3333
75106336	3	3	0	0	3	1.0
75112705	3	3	0	0	3	0.6667
75112914	3	3	0	0	6	1.0
75112971	3	3	0	0	3	0.6667
75112973	3	3	0	0	3	0.3333
75120320	3	3	0	0	4	0.0
75121758	3	3	0	0	3	0.0
75124170	3	3	0	0	3	0.0
75137057	3	3	0	0	4	0.0
75141195	3	3	0	0	4	0.0
75143441	3	3	0	0	3	0.0
75145249	3	3	0	0	4	0.0
75145769	3	3	1	1	4	0.0
75148410	3	3	0	0	5	0.0
75152256	3	3	0	0	3	0.0
75153409	3	3	0	0	3	0.0
75165405	3	3	0	0	3	0.0
75166419	3	3	0	0	3	0.0
75175180	3	3	0	0	6	1.0
75175755	3	3	0	0	3	0.0
75178497	3	3	0	0	3	0.0
75199488	3	3	0	0	4	1.0
75200284	3	3	0	0	3	1.0
75201002	3	3	0	0	3	0.0
75204656	3	3	0	0	5	0.4
75207881	3	3	0	0	3	0.0
75211329	3	3	0	0	3	0.0
75214648	3	3	0	0	4	0.0
75231124	3	3	0	0	3	0.0
75248660	3	3	0	0	3	0.0
75255036	3	3	0	0	5	0.0
75262416	3	3	0	0	3	0.0
75275622	3	3	0	0	3	0.0
75276292	3	3	0	0	3	0.0
75278339	3	3	0	0	3	1.0
75290397	3	3	0	0	3	0.0
75293555	3	3	0	0	3	0.0
75297875	3	3	0	0	3	0.0
75308964	3	3	0	0	3	0.0
75315700	3	3	0	0	3	0.0
75317052	3	3	0	0	3	0.0
75318772	3	3	0	0	3	0.0
75357825	3	3	0	0	3	0.0
75371474	3	3	0	0	3	0.0
75409984	3	3	0	0	3	0.0
75410298	3	3	0	0	3	0.0
75417512	3	3	0	0	3	0.0
75418263	3	3	0	0	5	0.0
75420002	3	3	0	0	3	0.0
75428883	3	3	0	0	3	0.0
75432219	3	3	0	0	3	1.0
75433186	3	3	0	0	3	0.0
75442341	3	3	0	0	3	1.0
75442343	3	3	0	0	3	1.0
75475108	3	3	0	0	4	1.0
75475118	3	3	0	0	3	1.0
75481120	3	3	0	0	4	1.0
75484194	3	3	0	0	3	0.0
75488256	3	3	0	0	3	1.0
75496462	3	3	0	0	4	1.0
75504970	3	3	0	0	3	0.0
75506825	3	3	0	0	3	0.0
75511819	3	3	0	0	3	0.0
75518768	3	3	0	0	3	0.6667
75527040	3	3	0	0	5	0.0
75539684	3	3	0	0	3	0.0
75550754	3	3	0	0	3	0.0
75563421	3	3	0	0	3	0.0
75565173	3	3	0	0	4	1.0
75567185	3	3	0	0	5	0.0
75571228	3	3	0	0	3	0.6667
75577643	3	3	0	0	3	0.3333
75579938	3	3	1	1	3	0.0
75612192	3	3	0	0	3	1.0
75628706	3	3	0	0	3	1.0
75638914	3	3	0	0	4	1.0
75647638	3	3	0	0	4	0.0
75648487	3	3	0	0	4	0.0
75649290	3	3	0	0	5	0.0
75664028	3	3	0	0	3	0.0
75664288	3	3	0	0	3	0.0
75669633	3	3	0	0	3	0.0
75681437	3	3	0	0	3	0.0
75681921	3	3	0	0	3	1.0
75681923	3	3	0	0	3	1.0
75683175	3	3	0	0	3	0.0
75739931	3	3	0	0	3	0.0
75748485	3	3	0	0	3	1.0
75768846	3	3	0	0	3	1.0
75778357	3	3	0	0	3	0.0
75799267	3	3	0	0	3	1.0
75812494	3	3	0	0	6	0.0
75817662	3	3	0	0	3	0.0
75832999	3	3	0	0	3	1.0
75834661	3	3	0	0	4	0.0
75835666	3	3	0	0	4	0.0
75839653	3	3	0	0	3	0.0
75854083	3	3	0	0	3	0.3333
75864693	3	3	0	0	4	0.0
75905857	3	3	0	0	3	0.0
75928712	3	3	0	0	3	0.0
75966972	3	3	0	0	3	0.0
75973784	3	3	0	0	3	0.0
75990411	3	3	0	0	3	0.0
75996040	3	3	0	0	3	0.0
75996245	3	3	0	0	3	0.0
75996524	3	3	0	0	3	0.0
75997305	3	3	0	0	3	0.0
75997443	3	3	0	0	3	0.0
76000002	3	3	0	0	3	0.0
76010026	3	3	0	0	3	0.0
76021840	3	3	0	0	3	0.0
76030473	3	3	0	0	3	0.0
76033593	3	3	0	0	3	0.0
76042546	3	3	0	0	3	0.0
76044073	3	3	0	0	5	0.0
76051895	3	3	0	0	6	1.0
76052407	3	3	0	0	3	0.6667
76053160	3	3	0	0	3	0.0
76054530	3	3	0	0	3	1.0
76059254	3	3	0	0	3	0.0
76059661	3	3	0	0	3	1.0
76062446	3	3	0	0	3	0.0
76063306	3	3	0	0	3	0.0
76064581	3	3	0	0	3	0.0
76069504	3	3	0	0	3	0.0
76078211	3	3	0	0	3	0.0
76080388	3	3	0	0	3	0.0
76081606	3	3	0	0	3	0.0
76086768	3	3	0	0	3	0.0
76089457	3	3	0	0	3	1.0
76089575	3	3	0	0	5	1.0
76093729	3	3	0	0	5	0.0
76096148	3	3	0	0	3	1.0
76097242	3	3	0	0	3	0.0
76097604	3	3	0	0	3	0.0
76098117	3	3	0	0	4	0.0
76099454	3	3	0	0	3	0.0
76101921	3	3	0	0	5	0.0
76105815	3	3	0	0	3	1.0
76106474	3	3	0	0	3	0.0
76108445	3	3	0	0	5	0.0
76108843	3	3	0	0	3	0.0
76109650	3	3	0	0	5	0.0
76111136	3	3	0	0	4	1.0
76113018	3	3	0	0	3	0.0
76117067	3	3	0	0	3	0.0
76117111	3	3	0	0	3	1.0
76120181	3	3	0	0	3	1.0
76126021	3	3	0	0	3	0.0
76138613	3	3	0	0	3	1.0
76145598	3	3	0	0	3	0.0
76145949	3	3	0	0	5	0.0
76145991	3	3	0	0	3	0.0
76146603	3	3	0	0	3	0.0
76148478	3	3	0	0	3	0.0
76151719	3	3	0	0	3	0.0
76152072	3	3	0	0	3	0.0
76153553	3	3	0	0	3	0.0
76157578	3	3	0	0	3	0.0
76160288	3	3	0	0	3	0.0
76161170	3	3	0	0	3	0.0
76161437	3	3	0	0	3	0.0
76162530	3	3	0	0	3	0.0
76163235	3	3	0	0	3	0.6667
76169554	3	3	0	0	6	0.0
76176530	3	3	0	0	4	0.0
76183719	3	3	0	0	5	1.0
76185719	3	3	0	0	3	0.3333
76193303	3	3	0	0	3	0.0
76193740	3	3	0	0	3	0.0
76200053	3	3	0	0	5	0.0
76202212	3	3	0	0	3	0.0
76203297	3	3	0	0	3	0.0
76210308	3	3	0	0	4	0.0
76214294	3	3	0	0	3	0.0
76222472	3	3	0	0	3	0.6667
76235218	3	3	0	0	4	0.0
76240158	3	3	0	0	3	1.0
76244087	3	3	0	0	3	1.0
76248691	3	3	0	0	3	0.3333
76253302	3	3	0	0	3	1.0
76253309	3	3	0	0	3	1.0
76257399	3	3	0	0	3	1.0
76269427	3	3	0	0	3	0.0
76270091	3	3	0	0	3	0.0
76272546	3	3	0	0	3	0.0
76278650	3	3	0	0	3	0.0
76281105	3	3	0	0	3	1.0
76281996	3	3	0	0	3	0.0
76294151	3	3	0	0	3	1.0
76309250	3	3	0	0	3	0.0
76314915	3	3	0	0	3	0.0
76319884	3	3	0	0	3	1.0
76332830	3	3	0	0	3	0.0
76349932	3	3	0	0	3	0.0
76355466	3	3	1	1	4	1.0
76363085	3	3	0	0	3	1.0
76365704	3	3	0	0	3	1.0
76366942	3	3	0	0	3	0.0
76370292	3	3	0	0	5	0.0
76380200	3	3	0	0	4	0.0
76411811	3	3	0	0	3	0.0
76425216	3	3	0	0	3	1.0
76427536	3	3	0	0	3	0.0
76428013	3	3	0	0	3	0.0
76428843	3	3	0	0	3	0.0
76431383	3	3	0	0	6	0.0
76439204	3	3	0	0	3	0.0
76449799	3	3	0	0	3	0.6667
76457991	3	3	0	0	5	1.0
76459548	3	3	0	0	3	0.0
76469027	3	3	0	0	3	0.0
76470494	3	3	0	0	3	0.0
76471369	3	3	1	1	3	0.0
76472977	3	3	0	0	4	1.0
76476968	3	3	0	0	4	0.0
76477856	3	3	0	0	3	0.0
76479042	3	3	0	0	3	1.0
76479616	3	3	0	0	3	0.0
76488641	3	3	0	0	6	0.0
76496717	3	3	0	0	3	1.0
76525538	3	3	0	0	3	0.0
76532828	3	3	0	0	3	1.0
76535618	3	3	0	0	3	0.0
76546949	3	3	0	0	3	0.0
76558350	3	3	0	0	3	0.0
76560866	3	3	0	0	3	0.0
76562807	3	3	0	0	3	1.0
76586333	3	3	0	0	3	0.0
76616540	3	3	0	0	3	0.0
76622534	3	3	0	0	3	0.0
76632509	3	3	0	0	5	0.0
76655924	3	3	0	0	3	0.0
76656433	3	3	0	0	3	0.0
76657755	3	3	0	0	4	0.0
76669085	3	3	0	0	3	0.0
76669829	3	3	0	0	3	0.0
76670438	3	3	0	0	3	0.0
76671891	3	3	0	0	3	0.0
76673605	3	3	0	0	3	0.0
76674263	3	3	0	0	3	0.0
76685442	3	3	0	0	3	0.0
76685482	3	3	0	0	5	1.0
76693559	3	3	0	0	3	0.0
76693813	3	3	0	0	3	0.0
76693972	3	3	0	0	4	0.0
76694926	3	3	0	0	3	0.0
76695461	3	3	0	0	4	0.0
76695812	3	3	0	0	3	1.0
76695846	3	3	0	0	3	0.3333
76696039	3	3	0	0	3	0.3333
76697250	3	3	0	0	3	1.0
76699404	3	3	0	0	3	0.0
76699554	3	3	0	0	3	0.0
76701384	3	3	0	0	3	0.0
76702020	3	3	0	0	3	0.0
76706294	3	3	0	0	3	0.0
76707108	3	3	0	0	5	0.0
76707832	3	3	0	0	3	0.0
76717589	3	3	0	0	3	0.0
76717905	3	3	0	0	3	0.0
76718672	3	3	0	0	5	0.0
76719305	3	3	0	0	3	0.0
76724645	3	3	0	0	4	0.0
76729520	3	3	0	0	3	0.0
76729856	3	3	0	0	4	0.25
76733992	3	3	0	0	3	0.0
76734441	3	3	0	0	3	0.0
76734930	3	3	0	0	3	0.0
76739712	3	3	1	1	3	0.0
76741093	3	3	0	0	3	0.0
76754632	3	3	0	0	3	0.0
76757736	3	3	0	0	3	0.0
76773858	3	3	0	0	3	0.0
76774711	3	3	0	0	3	0.0
76783786	3	3	0	0	3	1.0
76783945	3	3	0	0	3	0.0
76785646	3	3	0	0	3	0.0
76785672	3	3	0	0	4	1.0
76788830	3	3	0	0	3	0.0
76790725	3	3	0	0	3	0.0
76791508	3	3	0	0	3	0.0
76796432	3	3	0	0	3	0.0
76800425	3	3	0	0	3	0.0
76803550	3	3	0	0	3	0.0
76810837	3	3	0	0	5	0.0
76821324	3	3	0	0	3	1.0
76826932	3	3	0	0	3	0.0
76827988	3	3	0	0	3	0.0
76828745	3	3	0	0	3	0.0
76829197	3	3	0	0	3	0.0
76832337	3	3	0	0	3	1.0
76835619	3	3	0	0	3	0.0
76836212	3	3	0	0	3	0.0
76836214	3	3	0	0	3	0.0
76837159	3	3	0	0	3	0.0
76843054	3	3	0	0	3	0.0
76843078	3	3	0	0	3	0.0
76845694	3	3	0	0	3	0.0
76848457	3	3	0	0	3	0.0
76849417	3	3	0	0	3	0.0
76851854	3	3	0	0	3	0.0
76851934	3	3	0	0	3	0.0
76862359	3	3	0	0	6	0.0
76864858	3	3	0	0	3	0.0
76868226	3	3	0	0	4	0.0
76870560	3	3	0	0	4	1.0
76871249	3	3	0	0	3	0.0
76874662	3	3	0	0	3	0.0
76880548	3	3	0	0	3	0.0
76883879	3	3	0	0	3	0.0
76884843	3	3	0	0	3	0.0
76885653	3	3	0	0	3	0.0
76890071	3	3	0	0	3	0.0
76891012	3	3	0	0	3	0.0
76891432	3	3	0	0	3	0.0
76892716	3	3	0	0	3	0.0
76894958	3	3	0	0	5	0.0
76895530	3	3	0	0	3	0.0
76898222	3	3	0	0	4	0.0
76912338	3	3	0	0	3	0.0
76925117	3	3	0	0	3	0.0
76929497	3	3	0	0	3	1.0
76929529	3	3	0	0	3	1.0
76931975	3	3	0	0	3	0.0
76933705	3	3	0	0	3	0.0
76953316	3	3	0	0	3	0.0
76957076	3	3	0	0	5	0.0
76957588	3	3	0	0	4	0.0
76958231	3	3	0	0	3	0.0
76970356	3	3	0	0	3	0.0
77005390	3	3	0	0	3	0.0
77026373	3	3	0	0	3	0.0
77028904	3	3	0	0	3	0.3333
77028908	3	3	0	0	4	1.0
77028999	3	3	0	0	3	0.0
77029177	3	3	0	0	3	0.0
77036409	3	3	0	0	5	0.0
77036925	3	3	0	0	3	0.0
77044458	3	3	0	0	3	0.0
77047697	3	3	0	0	3	0.0
77062984	3	3	0	0	3	0.0
77070320	3	3	0	0	4	1.0
77078756	3	3	0	0	4	0.0
77079720	3	3	0	0	3	0.0
77080994	3	3	0	0	3	0.0
77089104	3	3	0	0	3	0.0
77096344	3	3	0	0	3	0.0
77104987	3	3	0	0	3	1.0
77107062	3	3	0	0	4	0.0
77115060	3	3	0	0	3	0.0
77150356	3	3	0	0	3	0.0
77162346	3	3	0	0	3	0.0
77163013	3	3	0	0	3	0.0
77203981	3	3	0	0	3	0.0
77206156	3	3	0	0	3	0.0
77223849	3	3	0	0	3	0.0
77226505	3	3	0	0	4	0.0
77228434	3	3	0	0	3	0.0
77234466	3	3	0	0	3	0.0
77242016	3	3	0	0	4	0.0
77243076	3	3	0	0	4	0.0
77258637	3	3	0	0	3	0.0
77259657	3	3	0	0	3	1.0
77311098	3	3	0	0	3	0.3333
77334237	3	3	0	0	3	0.0
77352854	3	3	0	0	3	0.0
77353848	3	3	0	0	6	0.0
77360625	3	3	0	0	3	0.0
77377722	3	3	0	0	3	1.0
77386055	3	3	0	0	3	0.0
77405335	3	3	0	0	3	1.0
77405768	3	3	0	0	3	1.0
77410613	3	3	0	0	3	0.0
77411524	3	3	1	1	4	0.0
77415540	3	3	0	0	3	0.0
77417082	3	3	0	0	3	0.0
77419118	3	3	0	0	3	1.0
77419994	3	3	0	0	3	0.0
77425521	3	3	0	0	3	1.0
77428180	3	3	0	0	3	0.0
77429369	3	3	0	0	4	0.0
77456009	3	3	0	0	3	0.0
77456130	3	3	0	0	3	0.0
77458900	3	3	0	0	3	0.0
77459497	3	3	0	0	3	1.0
77460292	3	3	0	0	3	0.0
77479108	3	3	0	0	3	0.0
77482314	3	3	0	0	4	0.0
77483593	3	3	0	0	3	0.0
77487764	3	3	0	0	5	0.0
77487773	3	3	0	0	3	0.0
77494425	3	3	0	0	3	0.0
77496295	3	3	0	0	3	0.3333
77501729	3	3	0	0	4	0.0
77505409	3	3	0	0	3	0.0
77507108	3	3	0	0	3	0.0
77509898	3	3	0	0	3	0.0
77510784	3	3	0	0	3	0.0
77512394	3	3	0	0	4	0.0
77515746	3	3	0	0	3	0.0
77520562	3	3	0	0	3	0.0
77522949	3	3	0	0	3	0.0
77522952	3	3	0	0	3	0.0
77528445	3	3	0	0	3	0.0
77535210	3	3	0	0	3	0.0
77536969	3	3	0	0	3	0.6667
77550865	3	3	0	0	4	0.0
77552965	3	3	0	0	3	0.0
77555161	3	3	0	0	3	0.0
77560130	3	3	0	0	3	0.0
77566832	3	3	0	0	6	0.0
77570772	3	3	0	0	4	0.0
77582986	3	3	0	0	3	0.0
77582992	3	3	0	0	4	0.0
77586057	3	3	0	0	4	0.0
77586660	3	3	0	0	4	1.0
77597770	3	3	0	0	3	0.0
77605175	3	3	0	0	3	0.0
77616168	3	3	0	0	3	0.0
77618688	3	3	0	0	3	0.0
77630503	3	3	0	0	3	0.0
77632398	3	3	0	0	5	1.0
77632423	3	3	0	0	3	1.0
77635737	3	3	0	0	3	0.0
77651985	3	3	0	0	5	0.0
77657289	3	3	0	0	5	0.0
77670482	3	3	0	0	4	0.0
77674052	3	3	0	0	3	0.0
77680487	3	3	0	0	3	0.0
77691449	3	3	0	0	3	0.0
77702521	3	3	0	0	3	0.0
77713896	3	3	0	0	3	0.0
77723384	3	3	0	0	3	0.0
77733392	3	3	0	0	3	0.0
77734038	3	3	0	0	3	0.0
77734039	3	3	0	0	3	0.0
77734549	3	3	0	0	5	0.0
77743496	3	3	0	0	6	0.0
77743613	3	3	0	0	6	0.0
77745707	3	3	0	0	3	0.0
77754626	3	3	0	0	3	0.0
77763050	3	3	0	0	3	0.0
77763232	3	3	0	0	3	1.0
77766677	3	3	0	0	4	0.75
77799858	3	3	0	0	3	0.0
77805575	3	3	0	0	3	0.0
77806455	3	3	0	0	5	0.0
77809939	3	3	0	0	4	0.0
77812260	3	3	0	0	3	0.0
77812697	3	3	0	0	3	0.0
77828740	3	3	0	0	3	0.0
77832270	3	3	0	0	3	1.0
77833221	3	3	0	0	3	0.0
77847854	3	3	0	0	6	0.0
77861358	3	3	0	0	4	0.0
77874259	3	3	0	0	3	1.0
77874345	3	3	0	0	5	0.0
77877792	3	3	0	0	4	0.0
77889178	3	3	0	0	3	0.0
77889621	3	3	0	0	3	0.0
77890690	3	3	0	0	3	0.0
77892136	3	3	0	0	3	0.0
77892920	3	3	0	0	3	1.0
77898258	3	3	0	0	3	1.0
77902827	3	3	0	0	3	0.0
77908483	3	3	0	0	3	1.0
77913570	3	3	0	0	3	1.0
77914321	3	3	0	0	3	1.0
77914704	3	3	0	0	3	1.0
77915219	3	3	0	0	3	1.0
77916064	3	3	0	0	3	0.0
77916241	3	3	0	0	3	0.6667
77916449	3	3	0	0	4	0.5
77917779	3	3	0	0	3	1.0
77920606	3	3	0	0	3	0.0
77922269	3	3	0	0	3	0.0
77926994	3	3	0	0	3	0.0
77927034	3	3	0	0	3	0.0
77928052	3	3	0	0	3	0.0
77930055	3	3	0	0	3	1.0
77932497	3	3	0	0	3	0.0
77932818	3	3	0	0	3	1.0
77933908	3	3	0	0	3	0.0
77940424	3	3	0	0	4	0.0
77940908	3	3	1	1	3	1.0
77941259	3	3	0	0	3	0.0
77941493	3	3	0	0	3	0.0
77946321	3	3	0	0	3	0.0
77950548	3	3	0	0	3	1.0
77952299	3	3	0	0	3	0.0
77960853	3	3	0	0	3	0.0
77973964	3	3	0	0	3	0.0
77977484	3	3	0	0	5	0.0
77978069	3	3	0	0	3	0.0
77981173	3	3	0	0	3	0.0
77981925	3	3	0	0	3	0.0
77982022	3	3	0	0	3	0.0
77983325	3	3	0	0	3	0.0
77996053	3	3	0	0	3	0.0
77999592	3	3	0	0	3	0.0
78004817	3	3	0	0	3	1.0
78005329	3	3	0	0	3	1.0
78006968	3	3	0	0	3	0.0
78012423	3	3	0	0	4	0.0
78014033	3	3	0	0	4	1.0
78023960	3	3	0	0	4	1.0
78026581	3	3	0	0	3	0.0
78026583	3	3	0	0	3	0.0
78029393	3	3	0	0	3	1.0
78033415	3	3	0	0	3	0.0
78042193	3	3	0	0	6	1.0
78042705	3	3	0	0	3	1.0
78045785	3	3	0	0	7	1.0
78045841	3	3	0	0	5	1.0
78047825	3	3	0	0	3	1.0
78051557	3	3	0	0	3	0.0
78057146	3	3	0	0	3	0.0
78070083	3	3	0	0	3	0.0
78074242	3	3	0	0	3	0.0
78074615	3	3	0	0	3	0.0
78076810	3	3	0	0	4	0.0
78077521	3	3	0	0	3	1.0
78084209	3	3	0	0	3	0.0
78094018	3	3	0	0	3	0.0
78095182	3	3	0	0	3	0.0
78098105	3	3	0	0	6	0.0
78098728	3	3	0	0	4	1.0
78107200	3	3	0	0	3	0.0
78107895	3	3	0	0	3	0.0
78117816	3	3	0	0	4	1.0
78129500	3	3	0	0	3	0.0
78130293	3	3	0	0	3	0.0
78138857	3	3	0	0	4	0.0
78139330	3	3	0	0	3	1.0
78150224	3	3	0	0	3	0.0
78152712	3	3	0	0	3	0.0
78152869	3	3	0	0	3	1.0
78154376	3	3	0	0	3	1.0
78159482	3	3	0	0	4	0.0
78160531	3	3	0	0	5	0.0
78162251	3	3	0	0	3	0.0
78170659	3	3	0	0	3	0.0
78172202	3	3	0	0	3	0.0
78173201	3	3	0	0	3	0.0
78174837	3	3	0	0	3	0.0
78180014	3	3	0	0	3	0.0
78180256	3	3	0	0	5	0.0
78180349	3	3	0	0	3	0.0
78183317	3	3	0	0	3	0.0
78186615	3	3	0	0	3	1.0
78193194	3	3	0	0	4	0.0
78193832	3	3	0	0	3	0.3333
78194952	3	3	0	0	3	0.0
78196178	3	3	0	0	3	0.0
78205649	3	3	0	0	3	0.0
78207197	3	3	0	0	3	0.0
78219381	3	3	0	0	3	1.0
78226857	3	3	0	0	3	1.0
78230098	3	3	0	0	3	0.0
78234800	3	3	0	0	3	1.0
78242378	3	3	0	0	3	0.0
78243124	3	3	0	0	3	0.0
78244503	3	3	0	0	3	0.6667
78247797	3	3	0	0	3	0.3333
78250005	3	3	0	0	3	0.3333
78250133	3	3	0	0	3	0.0
78258196	3	3	1	1	3	0.0
78258229	3	3	0	0	3	0.0
78258466	3	3	0	0	3	0.0
78258709	3	3	0	0	3	0.0
78268574	3	3	0	0	3	1.0
78269678	3	3	0	0	3	0.0
78270664	3	3	0	0	3	0.0
78272160	3	3	0	0	3	0.0
78277270	3	3	0	0	3	0.0
78280798	3	3	0	0	3	0.0
78284626	3	3	0	0	3	0.0
78295047	3	3	0	0	3	0.0
78310993	3	3	0	0	5	1.0
78322212	3	3	0	0	3	0.0
78329301	3	3	0	0	3	0.0
78337721	3	3	0	0	6	0.0
78339625	3	3	0	0	3	1.0
78339627	3	3	0	0	3	1.0
78356089	3	3	0	0	3	0.0
78356779	3	3	0	0	5	0.0
78357824	3	3	0	0	7	0.0
78359428	3	3	0	0	3	0.0
78363125	3	3	0	0	3	0.0
78363144	3	3	0	0	3	0.0
78369098	3	3	0	0	3	0.0
78373410	3	3	0	0	3	0.0
78378067	3	3	0	0	3	1.0
78409741	3	3	0	0	6	0.0
78422568	3	3	0	0	3	0.0
78423175	3	3	0	0	3	0.0
78423723	3	3	0	0	3	0.0
78428960	3	3	0	0	3	0.0
78437458	3	3	0	0	3	0.0
78438995	3	3	0	0	3	1.0
78440017	3	3	0	0	3	1.0
78457930	3	3	0	0	3	0.0
78460139	3	3	1	1	3	0.0
78478818	3	3	0	0	3	0.0
78506612	3	3	0	0	3	0.0
78511720	3	3	0	0	3	0.0
78517421	3	3	0	0	3	0.0
78517506	3	3	0	0	3	0.0
78529930	3	3	0	0	3	0.0
78533841	3	3	0	0	3	1.0
78534227	3	3	0	0	3	1.0
78534481	3	3	0	0	3	1.0
78550138	3	3	0	0	6	0.0
78562126	3	3	0	0	4	0.0
78569041	3	3	0	0	4	1.0
78569553	3	3	0	0	3	1.0
78570001	3	3	0	0	3	1.0
78570129	3	3	0	0	3	1.0
78570193	3	3	0	0	3	1.0
78570579	3	3	0	0	3	1.0
78572113	3	3	0	0	4	1.0
78596666	3	3	0	0	3	0.0
78608058	3	3	0	0	3	0.0
78614190	3	3	0	0	4	1.0
78619924	3	3	0	0	3	0.0
78625273	3	3	0	0	3	0.0
78632010	3	3	0	0	3	0.0
78636915	3	3	0	0	3	0.0
78637192	3	3	0	0	3	0.0
78637224	3	3	0	0	3	0.0
78638867	3	3	0	0	3	1.0
78653204	3	3	0	0	3	0.0
78677095	3	3	0	0	3	0.0
78692876	3	3	0	0	3	0.0
78700557	3	3	0	0	4	0.75
78729492	3	3	0	0	5	0.0
78738229	3	3	1	1	3	0.0
78759977	3	3	0	0	3	0.0
78762816	3	3	0	0	3	0.0
78763496	3	3	0	0	3	0.0
78772236	3	3	0	0	3	0.0
78774252	3	3	0	0	3	0.0
78777835	3	3	0	0	3	0.0
78792840	3	3	0	0	4	0.0
78815118	3	3	0	0	4	0.0
78819968	3	3	0	0	3	0.0
78854216	3	3	0	0	6	0.0
78871930	3	3	0	0	4	0.0
78886609	3	3	0	0	3	0.0
78894880	3	3	0	0	3	0.0
78903970	3	3	0	0	3	0.0
78904608	3	3	0	0	3	0.0
78924288	3	3	0	0	5	0.0
78925171	3	3	0	0	3	0.0
78926347	3	3	0	0	3	0.0
78933370	3	3	0	0	3	0.0
78946653	3	3	0	0	3	1.0
78949242	3	3	0	0	3	0.0
78957573	3	3	0	0	3	0.0
78962306	3	3	0	0	3	0.0
78977861	3	3	0	0	6	0.0
78979363	3	3	0	0	3	0.0
78981751	3	3	0	0	3	0.0
78982526	3	3	0	0	4	0.0
78986053	3	3	0	0	3	0.0
78990821	3	3	0	0	3	0.0
78994026	3	3	0	0	3	0.0
78995719	3	3	0	0	3	0.0
78996053	3	3	0	0	4	0.0
79002837	3	3	0	0	3	0.0
79025326	3	3	0	0	3	0.3333
79030869	3	3	0	0	3	0.0
79058803	3	3	0	0	5	0.0
79091850	3	3	0	0	3	0.0
79095648	3	3	0	0	3	0.0
79144849	3	3	0	0	5	0.0
79155750	3	3	0	0	3	0.0
79157234	3	3	0	0	4	0.5
79158848	3	3	0	0	3	0.0
79163875	3	3	0	0	3	0.0
79166800	3	3	0	0	3	0.0
79167779	3	3	0	0	3	0.0
79173015	3	3	0	0	3	0.0
79178668	3	3	0	0	3	0.0
79179278	3	3	0	0	3	0.0
79184545	3	3	0	0	3	0.0
79185806	3	3	0	0	5	0.0
79186853	3	3	0	0	3	0.0
79191710	3	3	0	0	3	0.0
79198869	3	3	0	0	3	0.0
79201513	3	3	0	0	3	0.0
79208621	3	3	0	0	3	0.0
79209037	3	3	0	0	3	0.0
79217297	3	3	0	0	5	0.0
79225730	3	3	0	0	3	0.0
79225785	3	3	0	0	3	0.0
79232887	3	3	0	0	3	0.0
79236353	3	3	0	0	3	1.0
79241536	3	3	0	0	3	0.0
79242280	3	3	0	0	3	0.0
79242938	3	3	0	0	3	1.0
79246624	3	3	0	0	5	0.0
79247645	3	3	0	0	3	0.0
79250021	3	3	0	0	3	0.0
79252052	3	3	0	0	3	0.0
79254183	3	3	0	0	3	0.0
79265236	3	3	0	0	3	0.0
