# generated 2026-09-19 by tools/audit_cleanup_candidates.py at dna-from-genome@7b18565c; read-only audit, nothing was moved
path	git_status	bytes	last_touched	class	confidence	superseded_by	n_anchor_citers	anchor_citers	ledger_sections	weak_citers	evidence
.cargo/config.toml	tracked	713	2026-04-22	PROTECTED	-		0				
.gitignore	tracked	3511	2026-08-29	PROTECTED	-		0				
Cargo.lock	tracked	29847	2026-08-14	PROTECTED	-		1	via tools/audit_cleanup_candidates.py		tools/audit_cleanup_candidates.py	
Cargo.toml	tracked	3186	2026-09-11	PROTECTED	-		5	docs/MODULE_STATUS.md;docs/o1_ledger.md;memory:project_recompute_ggomm.md;src/rustle/vg_family/denovo_pipeline.rs	§6j1	tools/audit_cleanup_candidates.py	
LICENSE	tracked	1637	2026-04-14	PROTECTED	-		0				
README.md	tracked	31311	2026-09-19	PROTECTED	-		0		§6q9	AGENTS.md;REPRODUCE.md;archive/bench/compara_e/run_validation.py;archive/bench/mechanism/demo/run_demo.sh	match:basename-ambiguous
docs/MEMORY_DIGEST.md	tracked	109985	2026-09-19	PROTECTED	-		5	docs/O3_STATUS.md;docs/OPEN_ITEMS_2026-09-09.md;docs/o1_ledger.md;memory:MEMORY.md	§6dr,§6i6,§6q8,§6q9b,⚠ 3. CORRECTIONS TO THE R	tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	named-beside-stale-language-by:docs/O3_STATUS.md;match:exact+glob-wide+suffix
docs/NEGATIVE_RESULTS_REGISTER.md	tracked	411197	2026-09-19	PROTECTED	-		18	README.md;docs/ACTIVE_WORKING_SET.md;docs/ADVISOR_QUESTIONS.md;docs/MEMORY_DIGEST.md	§6i6,§6iz,§6ky,§6q8,§6q9b,⚠ THE RECOVERED DENSITY R	REPRODUCE.md;archive/bench/product_families.py;bench/TBC1D3_GUITART_TRUTH_CORRECTION.md;bench/mcl_annotation.py	named-beside-stale-language-by:docs/MEMORY_DIGEST.md;match:exact+glob-wide+suffix
docs/PREREG_aligner_disagreement_2026-09-09.md	tracked	5054	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_annotation_ablation_2026-09-07.md	tracked	4111	2026-09-07	PROTECTED	-		2	docs/PREREG_core_projection_2026-09-07.md;docs/o1_ledger.md	§6fu,§6i6,§6iz,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide+suffix
docs/PREREG_as_tied_only_2026-09-09.md	tracked	3824	2026-09-09	PROTECTED	-		2	docs/o1_ledger.md;src/bin/copy_assign.rs	§6gv,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide+suffix
docs/PREREG_assembler_widening_2026-09-18.md	tracked	3443	2026-09-18	PROTECTED	-		4	docs/NEGATIVE_RESULTS_REGISTER.md;docs/o1_ledger.md;memory:project_assembler_widening.md;src/bin/copy_assign.rs	§6i6,§6m6,§6q8,§6q9b	bench/ASSEMBLER_WIDENING.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_assembly_polish_2026-09-19.md	tracked	14325	2026-09-19	PROTECTED	-		3	docs/o1_ledger.md;memory:project_assembly_polish.md;src/bin/copy_assign.rs	§6i6,§6p8,§6p9,§6q0,§6q8,§6q9b	bench/ASSEMBLY_POLISH.md;bench/assembly_polish.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
docs/PREREG_best_by_duel_2026-09-09.md	tracked	4351	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_best_by_psv_score_2026-09-09.md	tracked	5689	2026-09-09	PROTECTED	-		2	src/bin/copy_assign.rs;src/rustle/vg_family/copy_assign.rs	§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide+suffix
docs/PREREG_boundary_outlier_2026-09-10.md	tracked	7061	2026-09-10	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_chimera_policy_2026-09-18.md	tracked	7050	2026-09-18	PROTECTED	-		2	docs/NEGATIVE_RESULTS_REGISTER.md;docs/o1_ledger.md	§6i6,§6m2,§6q8,§6q9b	bench/CHIMERA_POLICY.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_closure_definition_2026-09-07.md	tracked	6522	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6fy,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_core_definition_2026-09-12.md	tracked	131462	2026-09-16	PROTECTED	-		5	docs/MEMORY_DIGEST.md;docs/PREREG_junction_fuzz_2026-09-15.md;docs/o1_ledger.md;src/rustle/vg_family/denovo_pipeline.rs	§6jv,§6jw,§6jx,§6ks,§6q8,§6q9b	bench/TBC1D3_GUITART_TRUTH_CORRECTION.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;docs/superpowers/plans/2026-09-16-gtf-refine-and-dedup-fix.md;docs/superpowers/specs/2026-09-14-evidence-agnostic-family-definition-design.md	match:exact+glob-wide
docs/PREREG_core_projection_2026-09-07.md	tracked	5758	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6fu,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_cross_family_overlap_default_2026-09-08.md	tracked	2419	2026-09-08	PROTECTED	-		1	docs/o1_ledger.md	§6gn,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_crossspecies_junctions_2026-09-07.md	tracked	2568	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6gc,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_d3_molecule_observation_2026-09-05.md	tracked	1830	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6ez,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_excision_2026-09-05.md	tracked	2181	2026-09-05	PROTECTED	-		3	docs/ADVISOR_QUESTIONS.md;docs/PREREG_excision_extension_2026-09-15.md;docs/o1_ledger.md	§6ff,§6i6,§6kv,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_excision_extension_2026-09-15.md	tracked	4290	2026-09-15	PROTECTED	-		1	docs/o1_ledger.md	§6i6,§6kv,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_excision_odi_2026-09-09.md	tracked	1887	2026-09-09	PROTECTED	-		1	docs/o1_ledger.md	§6hc,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_excision_sweep_2026-09-09.md	tracked	4150	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_exon_sum_width_bias_2026-09-09.md	tracked	8461	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_fold_within_clusters_2026-09-05.md	tracked	1611	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6ey,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_g3_thresholds_2026-09-05.md	tracked	1828	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6ez,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_genomic_read_star_2026-09-05.md	tracked	1803	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6fd,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_gtf_copy_set_2026-09-09.md	tracked	4369	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_hard_locus_bakeoff_2026-09-09.md	tracked	5793	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_holdout_mcl58_2026-09-09.md	tracked	3420	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_identity_weighted_density_2026-09-10.md	tracked	6729	2026-09-10	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_indel_psv_2026-09-09.md	tracked	7939	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_isoform_bakeoff_2026-09-09.md	tracked	4665	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_isoform_fraction_2026-09-09.md	tracked	7458	2026-09-10	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_isoform_phantoms_2026-09-09.md	tracked	4024	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_isoform_pool_2026-09-09.md	tracked	4536	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_junction_fuzz_2026-09-15.md	tracked	3880	2026-09-16	PROTECTED	-		3	docs/NEGATIVE_RESULTS_REGISTER.md;src/bin/copy_assign.rs;src/rustle/vg_family/denovo_assemble.rs	§6i6,§6q8,§6q9b	bench/CHR20_ASSEMBLER_COMPARISON.md;bench/measure_junction_jitter.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;docs/superpowers/specs/2026-09-15-fuzzy-junction-merge-design.md	match:exact+glob-wide
docs/PREREG_known_subclusters_2026-09-09.md	tracked	4244	2026-09-16	PROTECTED	-		1	docs/o1_ledger.md	§6gw,§6i6,§6q8,§6q9b	bench/TBC1D3_GUITART_TRUTH_CORRECTION.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_locus_assembly_2026-09-18.md	tracked	3668	2026-09-18	PROTECTED	-		3	docs/NEGATIVE_RESULTS_REGISTER.md;docs/o1_ledger.md;memory:project_locus_assembly_npip.md	§6i6,§6m5,§6q8,§6q9b	bench/LOCUS_ASSEMBLY_NPIP.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_locus_growth_extent_2026-09-10.md	tracked	8608	2026-09-10	PROTECTED	-		2	docs/o1_ledger.md;src/rustle/vg_family/denovo_pipeline.rs	§6i6,§6i9,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_loose_end_L3_2026-09-05.md	tracked	1683	2026-09-06	PROTECTED	-		1	docs/o1_ledger.md	§6fh,§6fi,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_loose_ends_L1_L2_2026-09-05.md	tracked	3245	2026-09-06	PROTECTED	-		1	docs/o1_ledger.md	§6fh,§6i6,§6q8,§6q9b	bench/o2_l1l2_score.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_minimap_readthrough_arms_2026-09-07.md	tracked	2706	2026-09-08	PROTECTED	-		1	docs/o1_ledger.md	§6gd,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_modality_2026-09-09.md	tracked	3871	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_node_cut_2026-09-18.md	tracked	6403	2026-09-18	PROTECTED	-		3	docs/NEGATIVE_RESULTS_REGISTER.md;docs/o1_ledger.md;memory:project_node_cut_rule.md	§6i6,§6m3,§6q8,§6q9b	bench/NODE_CUT_RULE.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_npip_all_members_2026-09-06.md	tracked	3720	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6ft,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_npip_human_2026-09-07.md	tracked	2989	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6fv,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_npip_known_origin_2026-09-06.md	tracked	6170	2026-09-06	PROTECTED	-		1	docs/o1_ledger.md	§6fp,§6i6,§6q8,§6q9b	bench/npip_sim.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_npip_sim_2026-09-18.md	tracked	3903	2026-09-18	PROTECTED	-		2	docs/o1_ledger.md;memory:project_npip_sim_ceiling.md	§6i6,§6n0,§6q8,§6q9b	bench/NPIP_SIM_CEILING.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_o3_flag_pass_2026-09-06.md	tracked	3867	2026-09-06	PROTECTED	-		3	docs/O1_O2_LOOSE_ENDS.md;docs/PREREG_excision_extension_2026-09-15.md;docs/o1_ledger.md	§6fl,§6i6,§6q8,§6q9b	archive/bench/o3_flag_pass.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_o3_reconstruction_2026-09-06.md	tracked	1696	2026-09-06	PROTECTED	-		1	docs/o1_ledger.md	§6fn,§6i6,§6q8,§6q9b	bench/o3_reconstruct.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_origin_drop_indels_2026-09-09.md	tracked	14989	2026-09-09	PROTECTED	-		1	docs/o1_ledger.md	§6hc,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_q9_npipAB_2026-09-05.md	tracked	1486	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6ew,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_readthrough_object_2026-09-07.md	tracked	3199	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6fw,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_rna_corroboration_2026-09-04.md	tracked	4551	2026-09-04	PROTECTED	-		1	docs/o1_ledger.md	§6dv,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_roster_admission_2026-09-05.md	tracked	1537	2026-09-05	PROTECTED	-		1	docs/o1_ledger.md	§6fc,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_size_reference_2026-09-07.md	tracked	2514	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6ga,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_soto_two_definitions_2026-09-05.md	tracked	1843	2026-09-05	PROTECTED	-		2	docs/O1_DEFINITION_SWITCH.md;docs/o1_ledger.md	§6ev,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/PREREG_tie_partner_candidates_2026-09-09.md	tracked	2544	2026-09-09	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_tool_bakeoff_2026-09-08.md	tracked	6132	2026-09-08	PROTECTED	-		1	docs/o1_ledger.md	§6gt,§6i6,§6q8,§6q9b	archive/bench/bakeoff_flair.sh;archive/bench/bakeoff_stringtie.sh;bench/tool_bakeoff.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide
docs/PREREG_worst2_2026-09-05.md	tracked	3361	2026-09-05	PROTECTED	-		0		§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:glob-wide
docs/PREREG_yags_daz_2026-09-07.md	tracked	4418	2026-09-07	PROTECTED	-		1	docs/o1_ledger.md	§6fx,§6i6,§6q8,§6q9b	docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide
docs/o1_ledger.md	tracked	1822058	2026-09-19	PROTECTED	-		39	README.md;docs/ACTIVE_WORKING_SET.md;docs/ADVISOR_QUESTIONS.md;docs/DATA.md		REPRODUCE.md;archive/bench/gate_onoff_gw.sh;archive/bench/o4_diploid_validate.py;archive/bench/rna_reframe_validate.py	named-beside-stale-language-by:docs/NUMBERS.md;match:exact+glob-wide+suffix
src/bin/asj.rs	tracked	5820	2026-06-19	PROTECTED	-		5	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/RETIREMENT_AND_MIGRATION.md	§6i9	archive/bench/asj_strand_bias.py;bench/VALIDATION_AND_STATUS.md;bench/mechanism/heuristics.toml	asj-objective-dropped;match:dir+exact+glob-wide
src/bin/asj_verify.rs	tracked	4680	2026-06-19	PROTECTED	-		4	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/RETIREMENT_AND_MIGRATION.md	§6i9	AGENT_HANDOFF.md	asj-objective-dropped;match:basename-ambiguous+dir+exact+glob-wide
src/bin/bam_header.rs	tracked	1911	2026-05-01	PROTECTED	-		3	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md	§6i9		match:dir+exact+glob-wide
src/bin/copy_assign.rs	tracked	390826	2026-09-19	PROTECTED	-		18	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/RETIREMENT_AND_MIGRATION.md	§6p,⚠ 3. CORRECTIONS TO THE R,⚠ THE USER'S LITERAL CASE,⚠⚠ FOUR ERRORS OF MINE, C,⛔ First, what is already ,⭐ WHAT DOES POOL ACROSS C	AGENT_HANDOFF.md;archive/bench/make_assign_stats_slide.py;archive/bench/mechanism/v1_spine_numbers.sh;bench/CHR20_ASSEMBLER_COMPARISON.md	named-beside-stale-language-by:docs/OBJECTIVES_AND_VERIFICATION.md;match:basename-ambiguous+dir+exact+glob-wide+suffix
src/bin/debug_poa.rs	tracked	2884	2026-05-01	PROTECTED	-		3	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md	§6i9		match:dir+exact+glob-wide
src/bin/family_define.rs	tracked	7561	2026-08-14	PROTECTED	-		6	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/RETIREMENT_AND_MIGRATION.md	§6i9	AGENT_HANDOFF.md	match:dir+exact+glob-wide+suffix
src/bin/filter_bam_by_as.rs	tracked	7415	2026-05-01	PROTECTED	-		3	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md	§6i9		match:dir+exact+glob-wide
src/bin/gamma_refine.rs	tracked	3332	2026-09-01	PROTECTED	-		4	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/o1_ledger.md	§6bo,§6i9,§6j1	docs/archive/O1_PRECISION_LEVERS.md	match:dir+exact+glob-wide+suffix
src/bin/gw_family_catalog.rs	tracked	68631	2026-09-13	PROTECTED	-		28	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/NEGATIVE_RESULTS_REGISTER.md	OTHER VERIFIED FACTS WORT,§6dr,§6i9,§6j5	bench/COPY_ASSIGNMENT_AND_GATE.md;bench/DENOVO_PIPELINE.md	match:dir+exact+glob-wide+suffix
src/bin/index_bam.rs	tracked	3159	2026-05-11	PROTECTED	-		3	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md	§6i9		match:dir+exact+glob-wide
src/bin/mcl_families.rs	tracked	103042	2026-09-14	PROTECTED	-		9	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/ADVISOR_QUESTIONS.md;docs/MODULE_STATUS.md	§6fu,§6i9,§6j1,§6ks,§6kt,§6l2		match:dir+exact+glob-wide+suffix
src/bin/mcl_refine.rs	tracked	2773	2026-09-11	PROTECTED	-		4	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;docs/o1_ledger.md	§6i9,§6j1		match:dir+exact+glob-wide
src/bin/parcn.rs	tracked	14524	2026-07-15	PROTECTED	-		6	Cargo.toml;docs/ACTIVE_WORKING_SET.md;docs/MODULE_STATUS.md;memory:project_o1_fixed_o2_inheritance.md	§6i9		match:basename-ambiguous+dir+exact+glob-wide
src/rustle/bam.rs	tracked	45314	2026-07-14	PROTECTED	-		4	docs/RETIREMENT_AND_MIGRATION.md;docs/o1_ledger.md;memory:project_denovo_vs_annotated_gap.md;memory:project_input_formats_and_ties.md	§6j2	AGENT_HANDOFF.md;archive/scripts/full_bam_rustle_vs_stringtie_audit.py;bench/PERFORMANCE_AND_IO.md;bench/mechanism/heuristics.toml	match:dir-large+exact+glob-wide+suffix
src/rustle/genome.rs	tracked	28442	2026-08-14	PROTECTED	-		8	docs/METHOD_PSEUDOCODE.md;docs/RETIREMENT_AND_MIGRATION.md;docs/o1_ledger.md;memory:project_mosaic_discriminator.md	MANDATORY IMPLEMENTATION ,⛔⛔ Q3 — THE PIPELINE DEST	AGENT_HANDOFF.md;archive/scripts/full_bam_rustle_vs_stringtie_audit.py;bench/COPY_ASSIGNMENT_AND_GATE.md;bench/vg_read_path_recombination.py	match:dir-large+exact+glob-wide+suffix
src/rustle/lib.rs	tracked	1281	2026-07-14	PROTECTED	-		3	Cargo.toml;docs/RETIREMENT_AND_MIGRATION.md;memory:project_rust_migration_o1.md		AGENT_HANDOFF.md;archive/scripts/full_bam_rustle_vs_stringtie_audit.py;archive/untracked/build_err.txt;archive/untracked/probe_err.txt	named-beside-stale-language-by:docs/RETIREMENT_AND_MIGRATION.md;match:dir-large+exact+glob-wide+suffix
src/rustle/types.rs	tracked	59075	2026-07-14	PROTECTED	-		8	Cargo.toml;docs/MODULE_STATUS.md;docs/NEGATIVE_RESULTS_REGISTER.md;docs/RETIREMENT_AND_MIGRATION.md	§4e,§6j2,§6j3,⭐⭐⭐ The real finding: the	AGENT_HANDOFF.md;archive/scripts/full_bam_rustle_vs_stringtie_audit.py;bench/DENOVO_PIPELINE.md;bench/mechanism/heuristics.toml	match:dir-large+exact+glob-wide+suffix
src/rustle/util/bitset.rs	tracked	15349	2026-05-11	PROTECTED	-		1	Cargo.toml			match:dir-large+glob-wide+suffix
