# generated 2026-09-19 by tools/audit_cleanup_candidates.py at dna-from-genome@7b18565c; read-only audit, nothing was moved
path	git_status	bytes	last_touched	class	confidence	superseded_by	n_anchor_citers	anchor_citers	ledger_sections	weak_citers	evidence
bench/soto/dna_graphs/ID_179_ULK4P.legend.tsv	tracked	203	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_182_FAM.colours.csv	tracked	42702	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_182_FAM.gfa	tracked	197116	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_182_FAM.legend.tsv	tracked	267	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_188_HERC2.colours.csv	tracked	160182	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_188_HERC2.gfa	tracked	657908	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_188_HERC2.legend.tsv	tracked	260	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_207_SPDYE.colours.csv	tracked	35396	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_207_SPDYE.gfa	tracked	300020	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_207_SPDYE.legend.tsv	tracked	938	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_208_GTF.colours.csv	tracked	13101	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_208_GTF.gfa	tracked	119983	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_208_GTF.legend.tsv	tracked	371	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_209.colours.csv	tracked	178410	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_209.gfa	tracked	679683	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_209.legend.tsv	tracked	209	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_211_AC2.colours.csv	tracked	75423	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_211_AC2.gfa	tracked	304170	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_211_AC2.legend.tsv	tracked	275	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_212.colours.csv	tracked	10104	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_212.gfa	tracked	68283	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_212.legend.tsv	tracked	338	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_213_AC2.colours.csv	tracked	1860	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_213_AC2.gfa	tracked	21423	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_213_AC2.legend.tsv	tracked	352	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_215.colours.csv	tracked	8820	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_215.gfa	tracked	89118	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_215.legend.tsv	tracked	556	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_22.colours.csv	tracked	170906	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_22.gfa	tracked	805308	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_22.legend.tsv	tracked	401	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_226.colours.csv	tracked	4512	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_226.gfa	tracked	46050	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_226.legend.tsv	tracked	591	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_240.colours.csv	tracked	18444	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_240.gfa	tracked	92240	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_240.legend.tsv	tracked	430	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_245_CNTNAP.colours.csv	tracked	171410	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_245_CNTNAP.gfa	tracked	705672	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_245_CNTNAP.legend.tsv	tracked	260	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_24_LSP.colours.csv	tracked	113	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_24_LSP.gfa	tracked	910	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_24_LSP.legend.tsv	tracked	217	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_251.colours.csv	tracked	39647	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_251.gfa	tracked	133902	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_251.legend.tsv	tracked	291	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_26.colours.csv	tracked	18483	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_26.gfa	tracked	74905	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_26.legend.tsv	tracked	298	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_260_MEP.colours.csv	tracked	55910	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_260_MEP.gfa	tracked	207675	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_260_MEP.legend.tsv	tracked	400	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_261_CNTNAP.colours.csv	tracked	49501	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_261_CNTNAP.gfa	tracked	218184	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_261_CNTNAP.legend.tsv	tracked	444	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_280_ANKRD20A.colours.csv	tracked	11931	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_280_ANKRD20A.gfa	tracked	64253	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_280_ANKRD20A.legend.tsv	tracked	210	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_283_BCRP.colours.csv	tracked	29312	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_283_BCRP.gfa	tracked	149169	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_283_BCRP.legend.tsv	tracked	306	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_300_BMS1P.colours.csv	tracked	124212	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_300_BMS1P.gfa	tracked	427432	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_300_BMS1P.legend.tsv	tracked	152	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_313_CDH12P.colours.csv	tracked	22	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_313_CDH12P.gfa	tracked	342	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_313_CDH12P.legend.tsv	tracked	278	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_324_CSPG.colours.csv	tracked	30820	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_324_CSPG.gfa	tracked	132079	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_324_CSPG.legend.tsv	tracked	325	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_327_CTSLP.colours.csv	tracked	30391	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_327_CTSLP.gfa	tracked	123532	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_327_CTSLP.legend.tsv	tracked	319	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_332_DDX.colours.csv	tracked	14960	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_332_DDX.gfa	tracked	67881	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_332_DDX.legend.tsv	tracked	409	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_338_DEFB108.colours.csv	tracked	41844	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_338_DEFB108.gfa	tracked	154257	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_338_DEFB108.legend.tsv	tracked	331	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_35.colours.csv	tracked	45679	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_35.gfa	tracked	260970	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
bench/soto/dna_graphs/ID_35.legend.tsv	tracked	667	2026-07-21	AMBIGUOUS-CITE	low		0		§6in,§6iv,§6q8	archive/bench/soto/build_sensitivity_table.py;archive/bench/soto/npip_onefamily_pr.py;archive/bench/soto/salvage_net_validation.sh;archive/bench/soto/smoke_soto_dna_vg.py	match:dir-large
